SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,PLAYER_ID,SEASON
22024,1630552,0022400623,2025-01-23,ATL vs. TOR,L,11,1,2,0.5,0,0,0.0,1,2,0.5,0,1,1,1,1,0,2,2,3,-10,1,1630552,2024-25
22024,1630552,0022400612,2025-01-22,ATL vs. DET,L,38,8,21,0.381,0,6,0.0,1,1,1.0,1,8,9,4,6,0,2,0,17,-6,1,1630552,2024-25
22024,1630552,0022400602,2025-01-20,ATL @ NYK,L,35,4,12,0.333,0,0,0.0,3,3,1.0,1,11,12,4,0,1,2,1,11,-13,1,1630552,2024-25
22024,1630552,0022400587,2025-01-18,ATL @ BOS,W,38,5,13,0.385,0,2,0.0,4,7,0.571,2,11,13,3,1,1,3,0,14,6,1,1630552,2024-25
22024,1630552,0022400477,2025-01-03,ATL @ LAL,L,33,8,13,0.615,1,3,0.333,2,2,1.0,2,6,8,1,0,1,3,2,19,-8,1,1630552,2024-25
22024,1630552,0022400438,2024-12-29,ATL @ TOR,W,33,6,14,0.429,1,5,0.2,2,4,0.5,0,4,4,3,6,1,3,3,15,37,1,1630552,2024-25
22024,1630552,0022400427,2024-12-28,ATL vs. MIA,W,35,13,20,0.65,2,3,0.667,0,1,0.0,4,9,13,5,0,2,0,4,28,18,1,1630552,2024-25
22024,1630552,0022400413,2024-12-26,ATL vs. CHI,W,39,11,16,0.688,0,2,0.0,8,9,0.889,5,10,15,4,2,0,2,2,30,7,1,1630552,2024-25
22024,1630552,0022400395,2024-12-23,ATL vs. MIN,W,35,8,14,0.571,0,3,0.0,1,1,1.0,2,9,11,7,2,0,1,2,17,5,1,1630552,2024-25
22024,1630552,0022400378,2024-12-21,ATL vs. MEM,L,33,4,12,0.333,1,3,0.333,4,5,0.8,1,10,11,8,2,0,3,0,13,-16,1,1630552,2024-25
22024,1630552,0022400370,2024-12-19,ATL @ SAS,L,39,8,14,0.571,1,1,1.0,5,6,0.833,1,8,9,3,2,3,4,0,22,-1,1,1630552,2024-25
22024,1630552,0022401229,2024-12-14,ATL @ MIL,L,39,6,15,0.4,0,4,0.0,3,5,0.6,1,9,10,4,1,0,1,3,15,-11,1,1630552,2024-25
22024,1630552,0022401202,2024-12-11,ATL @ NYK,W,41,8,20,0.4,1,5,0.2,4,6,0.667,4,11,15,7,2,2,3,1,21,16,1,1630552,2024-25
22024,1630552,0022400334,2024-12-06,ATL vs. LAL,W,35,4,8,0.5,1,4,0.25,3,4,0.75,0,10,10,7,1,0,6,4,12,6,1,1630552,2024-25
22024,1630552,0022400323,2024-12-04,ATL @ MIL,W,40,10,19,0.526,0,2,0.0,3,3,1.0,3,10,13,5,2,1,3,1,23,2,1,1630552,2024-25
22024,1630552,0022400315,2024-12-02,ATL vs. NOP,W,32,9,14,0.643,1,4,0.25,0,0,0.0,0,7,7,5,1,1,4,1,19,5,1,1630552,2024-25
22024,1630552,0022400300,2024-11-30,ATL @ CHA,W,38,8,12,0.667,4,6,0.667,0,0,0.0,0,3,3,9,0,3,4,2,20,15,1,1630552,2024-25
22024,1630552,0022400041,2024-11-29,ATL vs. CLE,W,35,9,14,0.643,2,4,0.5,0,0,0.0,0,9,9,7,1,0,3,2,20,17,1,1630552,2024-25
22024,1630552,0022400287,2024-11-27,ATL @ CLE,W,35,9,16,0.563,2,4,0.5,2,2,1.0,2,7,9,7,1,1,2,2,22,10,1,1630552,2024-25
22024,1630552,0022400280,2024-11-25,ATL vs. DAL,L,37,12,20,0.6,2,6,0.333,2,2,1.0,0,11,11,3,3,1,3,0,28,3,1,1630552,2024-25
22024,1630552,0022400030,2024-11-22,ATL @ CHI,L,37,10,19,0.526,2,5,0.4,3,4,0.75,4,9,13,5,0,2,1,0,25,-21,1,1630552,2024-25
22024,1630552,0022400258,2024-11-20,ATL @ GSW,L,35,6,16,0.375,3,5,0.6,0,0,0.0,3,11,14,4,2,0,1,0,15,-14,1,1630552,2024-25
22024,1630552,0022400239,2024-11-17,ATL @ POR,L,37,10,14,0.714,1,2,0.5,4,4,1.0,0,4,4,4,2,1,7,0,25,14,1,1630552,2024-25
22024,1630552,0022400012,2024-11-15,ATL vs. WAS,W,35,8,15,0.533,1,5,0.2,1,1,1.0,2,11,13,7,0,4,3,3,18,7,1,1630552,2024-25
22024,1630552,0022400001,2024-11-12,ATL @ BOS,W,39,8,16,0.5,2,4,0.5,0,0,0.0,2,10,12,10,3,1,3,4,18,4,1,1630552,2024-25
22024,1630552,0022400198,2024-11-09,ATL vs. CHI,L,34,6,11,0.545,3,6,0.5,5,6,0.833,1,5,6,5,1,1,3,3,20,-11,1,1630552,2024-25
22024,1630552,0022400185,2024-11-08,ATL @ DET,L,37,8,19,0.421,2,6,0.333,2,2,1.0,0,9,9,1,0,1,1,2,20,-12,1,1630552,2024-25
22024,1630552,0022400171,2024-11-06,ATL vs. NYK,W,39,10,18,0.556,3,6,0.5,0,0,0.0,4,11,15,7,0,1,2,1,23,26,1,1630552,2024-25
22024,1630552,0022400157,2024-11-04,ATL vs. BOS,L,31,7,20,0.35,2,7,0.286,4,5,0.8,2,9,11,4,1,0,6,0,20,-34,1,1630552,2024-25
22024,1630552,0022400152,2024-11-03,ATL @ NOP,W,38,12,20,0.6,0,4,0.0,5,6,0.833,2,7,9,8,2,2,4,2,29,32,1,1630552,2024-25
22024,1630552,0022400135,2024-11-01,ATL vs. SAC,L,36,4,10,0.4,2,6,0.333,4,6,0.667,1,4,5,9,2,0,3,3,14,-2,1,1630552,2024-25
22024,1630552,0022400121,2024-10-30,ATL @ WAS,L,40,9,21,0.429,1,5,0.2,2,5,0.4,6,11,17,4,3,0,3,1,21,-12,1,1630552,2024-25
22024,1630552,0022400103,2024-10-28,ATL vs. WAS,L,39,11,17,0.647,1,3,0.333,6,7,0.857,2,10,12,7,1,1,3,3,29,8,1,1630552,2024-25
22024,1630552,0022400100,2024-10-27,ATL @ OKC,L,29,3,13,0.231,1,3,0.333,0,0,0.0,1,8,9,2,0,1,4,5,7,-21,1,1630552,2024-25
22024,1630552,0022400079,2024-10-25,ATL vs. CHA,W,41,4,15,0.267,1,4,0.25,7,9,0.778,2,5,7,3,2,2,2,5,16,12,1,1630552,2024-25
22024,1630552,0022400064,2024-10-23,ATL vs. BKN,W,37,4,9,0.444,0,3,0.0,3,8,0.375,1,9,10,4,3,1,6,3,11,-3,1,1630552,2024-25
22024,1630811,0022401186,2025-04-13,ATL vs. ORL,W,37,7,20,0.35,1,7,0.143,0,0,0.0,0,11,11,15,5,0,3,3,15,5,1,1630811,2024-25
22024,1630811,0022401169,2025-04-10,ATL @ BKN,W,3,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,-3,1,1630811,2024-25
22024,1630811,0022401128,2025-04-05,ATL vs. NYK,L,6,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,3,1,1,1,0,2,11,1,1630811,2024-25
22024,1630811,0022400928,2025-03-10,ATL vs. PHI,W,31,3,11,0.273,1,5,0.2,0,0,0.0,1,1,2,6,0,0,1,4,7,15,1,1630811,2024-25
22024,1630811,0022400914,2025-03-08,ATL vs. IND,W,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-5,1,1630811,2024-25
22024,1630811,0022400878,2025-03-03,ATL @ MEM,W,3,1,3,0.333,1,2,0.5,0,0,0.0,1,0,1,1,0,0,0,1,3,-5,1,1630811,2024-25
22024,1630811,0022400851,2025-02-28,ATL vs. OKC,L,2,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,3,-1,1,1630811,2024-25
22024,1630811,0022400736,2025-02-07,ATL vs. MIL,W,19,1,4,0.25,1,3,0.333,0,0,0.0,0,1,1,3,0,1,1,0,3,14,1,1630811,2024-25
22024,1630811,0022400719,2025-02-05,ATL vs. SAS,L,12,2,3,0.667,1,2,0.5,0,0,0.0,0,0,0,0,0,1,1,1,5,3,1,1630811,2024-25
22024,1630811,0022400701,2025-02-03,ATL @ DET,W,13,0,2,0.0,0,0,0.0,2,2,1.0,0,0,0,4,0,0,1,3,2,13,1,1630811,2024-25
22024,1630811,0022400686,2025-02-01,ATL @ IND,L,14,2,4,0.5,0,1,0.0,0,0,0.0,0,2,2,2,1,0,0,2,4,-13,1,1630811,2024-25
22024,1630811,0022400675,2025-01-30,ATL @ CLE,L,16,1,5,0.2,0,4,0.0,0,0,0.0,0,0,0,3,1,0,1,2,2,-13,1,1630811,2024-25
22024,1630811,0022400532,2025-01-28,ATL vs. HOU,L,22,3,4,0.75,1,2,0.5,0,0,0.0,1,0,1,0,1,0,3,2,7,-14,1,1630811,2024-25
22024,1630811,0022400656,2025-01-27,ATL @ MIN,L,35,4,12,0.333,3,9,0.333,2,2,1.0,1,2,3,7,2,0,3,3,13,-7,1,1630811,2024-25
22024,1630811,0022400563,2025-01-15,ATL @ CHI,W,38,10,18,0.556,4,7,0.571,3,3,1.0,1,5,6,6,4,0,1,3,27,29,1,1630811,2024-25
22024,1630811,0022400438,2024-12-29,ATL @ TOR,W,16,3,8,0.375,3,6,0.5,0,0,0.0,0,1,1,2,2,0,1,0,9,-10,1,1630811,2024-25
22024,1630811,0022400427,2024-12-28,ATL vs. MIA,W,14,2,4,0.5,1,2,0.5,0,0,0.0,0,2,2,2,1,0,0,2,5,-9,1,1630811,2024-25
22024,1630811,0022400395,2024-12-23,ATL vs. MIN,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-2,1,1630811,2024-25
22024,1630811,0022400378,2024-12-21,ATL vs. MEM,L,23,2,4,0.5,1,3,0.333,0,0,0.0,0,1,1,4,0,0,3,0,5,-4,1,1630811,2024-25
22024,1630811,0022400239,2024-11-17,ATL @ POR,L,17,0,3,0.0,0,3,0.0,0,0,0.0,0,1,1,2,1,0,1,3,0,11,1,1630811,2024-25
22024,1630811,0022400012,2024-11-15,ATL vs. WAS,W,15,0,1,0.0,0,0,0.0,0,0,0.0,1,2,3,2,1,1,0,0,0,12,1,1630811,2024-25
22024,1630811,0022400001,2024-11-12,ATL @ BOS,W,32,3,13,0.231,1,6,0.167,0,0,0.0,0,2,2,8,0,0,2,1,7,-6,1,1630811,2024-25
22024,1630811,0022400198,2024-11-09,ATL vs. CHI,L,19,2,5,0.4,0,2,0.0,0,0,0.0,0,1,1,2,0,1,1,2,4,-5,1,1630811,2024-25
22024,1630811,0022400185,2024-11-08,ATL @ DET,L,7,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,2,0,2,-15,1,1630811,2024-25
22024,1630811,0022400171,2024-11-06,ATL vs. NYK,W,13,3,7,0.429,1,3,0.333,0,0,0.0,0,0,0,0,1,0,1,1,7,-1,1,1630811,2024-25
22024,1630811,0022400157,2024-11-04,ATL vs. BOS,L,21,2,5,0.4,0,1,0.0,2,2,1.0,0,4,4,2,4,2,2,1,6,-4,1,1630811,2024-25
22024,1630811,0022400152,2024-11-03,ATL @ NOP,W,22,3,7,0.429,0,1,0.0,0,0,0.0,1,1,2,1,2,0,2,2,6,-3,1,1630811,2024-25
22024,1630811,0022400135,2024-11-01,ATL vs. SAC,L,29,5,9,0.556,4,8,0.5,0,0,0.0,0,3,3,3,1,1,1,3,14,-2,1,1630811,2024-25
22024,1630811,0022400121,2024-10-30,ATL @ WAS,L,15,3,3,1.0,2,2,1.0,0,0,0.0,0,1,1,2,0,0,0,0,8,-4,1,1630811,2024-25
22024,1630811,0022400103,2024-10-28,ATL vs. WAS,L,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,1,1630811,2024-25
22024,1630811,0022400100,2024-10-27,ATL @ OKC,L,3,0,1,0.0,0,0,0.0,2,2,1.0,0,1,1,0,0,0,0,0,2,-4,1,1630811,2024-25
22024,1628379,0022401180,2025-04-11,MEM @ DEN,L,23,4,6,0.667,2,4,0.5,2,2,1.0,0,6,6,4,1,0,1,2,12,12,1,1628379,2024-25
22024,1628379,0022401146,2025-04-08,MEM @ CHA,W,16,0,3,0.0,0,3,0.0,0,0,0.0,1,1,2,1,0,0,0,2,0,-2,1,1628379,2024-25
22024,1628379,0022401129,2025-04-05,MEM @ DET,W,23,2,6,0.333,0,2,0.0,0,0,0.0,0,7,7,2,0,0,0,1,4,-11,1,1628379,2024-25
22024,1628379,0022401114,2025-04-03,MEM @ MIA,W,22,1,3,0.333,1,2,0.5,0,0,0.0,1,1,2,1,0,0,1,0,3,0,1,1628379,2024-25
22024,1628379,0022401100,2025-04-01,MEM vs. GSW,L,22,1,3,0.333,1,3,0.333,0,0,0.0,0,1,1,5,0,0,1,0,3,-8,1,1628379,2024-25
22024,1628379,0022401093,2025-03-31,MEM vs. BOS,L,19,0,1,0.0,0,0,0.0,1,1,1.0,0,1,1,0,3,0,0,0,1,6,1,1628379,2024-25
22024,1628379,0022401078,2025-03-29,MEM vs. LAL,L,21,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,2,0,0,0,1,0,-9,1,1628379,2024-25
22024,1628379,0022401064,2025-03-27,MEM @ OKC,L,26,3,4,0.75,1,2,0.5,2,2,1.0,1,4,5,1,0,0,5,1,9,-2,1,1628379,2024-25
22024,1628379,0022401050,2025-03-25,MEM @ UTA,W,23,3,9,0.333,2,7,0.286,0,0,0.0,1,2,3,6,1,0,1,2,8,14,1,1628379,2024-25
22024,1628379,0022401023,2025-03-21,MEM @ LAC,L,29,6,9,0.667,3,5,0.6,0,0,0.0,0,2,2,4,3,0,1,2,15,-9,1,1628379,2024-25
22024,1628379,0022401008,2025-03-19,MEM @ POR,L,25,3,7,0.429,0,2,0.0,0,0,0.0,0,3,3,3,2,0,0,0,6,-22,1,1628379,2024-25
22024,1628379,0022400992,2025-03-17,MEM @ SAC,L,28,4,11,0.364,0,4,0.0,0,0,0.0,0,2,2,8,2,0,2,1,8,-16,1,1628379,2024-25
22024,1628379,0022400971,2025-03-15,MEM vs. MIA,W,29,5,8,0.625,1,3,0.333,0,0,0.0,1,3,4,4,0,0,1,2,11,12,1,1628379,2024-25
22024,1628379,0022400962,2025-03-14,MEM vs. CLE,L,15,0,5,0.0,0,4,0.0,0,0,0.0,1,0,1,0,1,0,3,1,0,-16,1,1628379,2024-25
22024,1628379,0022400950,2025-03-12,MEM vs. UTA,W,31,11,14,0.786,7,9,0.778,1,1,1.0,0,4,4,1,1,1,3,2,30,19,1,1628379,2024-25
22024,1628379,0022400906,2025-03-07,MEM @ DAL,W,26,3,7,0.429,1,3,0.333,0,0,0.0,0,1,1,3,2,1,2,0,7,13,1,1628379,2024-25
22024,1628379,0022400895,2025-03-05,MEM vs. OKC,L,18,1,4,0.25,0,2,0.0,0,0,0.0,0,2,2,4,0,0,1,0,2,-31,1,1628379,2024-25
22024,1628379,0022400878,2025-03-03,MEM vs. ATL,L,35,8,15,0.533,1,4,0.25,0,0,0.0,2,1,3,7,2,0,1,1,17,-8,1,1628379,2024-25
22024,1628379,0022400863,2025-03-01,MEM vs. SAS,L,24,6,9,0.667,0,1,0.0,2,3,0.667,2,4,6,5,2,0,2,0,14,-5,1,1628379,2024-25
